query_id	m	theta	hl	segm	gt_l_bucket	gt_r_bucket	gt_J_l	gt_J_r	gt_C_l	gt_C_r	gt_C_l_lmax	gt_C_r_lmax	#J>theta	#C>theta	J>theta	C>theta
S1_1369!NC_060948.1!46931913!46941183!+	494	0.75	658	NC_060948.1	3561	3562	0.586817	0.607492	0.751012	0.755061	0.748988	0.755061	0	6	{}	{(NC_060948.1,3562),(NC_060948.1,3563),(NC_060948.1,3163),(NC_060948.1,3161),(NC_060948.1,3162),(NC_060948.1,3561),}
S1_5954!NC_060948.1!56245948!56257380!-	601	0.75	801	NC_060948.1	3507	3508	0.618858	0.625668	0.775374	0.778702	0.775374	0.778702	0	2	{}	{(NC_060948.1,3507),(NC_060948.1,3508),}
S1_3087!NC_060948.1!5113479!5122154!+	453	0.75	604	NC_060948.1	421	422	0.632296	0.689981	0.717439	0.80574	0.717439	0.80574	0	1	{}	{(NC_060948.1,422),}
S1_5786!NC_060948.1!57340917!57351717!-	498	0.75	664	NC_060948.1	4311	4312	0.646766	0.646766	0.783133	0.783133	0.783133	0.783133	0	6	{}	{(NC_060948.1,4311),(NC_060948.1,4312),(NC_060948.1,4452),(NC_060948.1,4391),(NC_060948.1,4392),(NC_060948.1,4453),}
S1_2638!NC_060948.1!41540863!41552363!-	581	0.75	774	NC_060948.1	2678	2679	0.52381	0.670438	0.697074	0.817556	0.697074	0.815835	0	2	{}	{(NC_060948.1,2679),(NC_060948.1,3017),}
S1_2233!NC_060948.1!56216178!56231197!+	736	0.75	981	NC_060948.1	2862	2863	0.680604	0.680604	0.796196	0.796196	0.796196	0.796196	0	8	{}	{(NC_060948.1,2862),(NC_060948.1,2863),(NC_060948.1,2045),(NC_060948.1,2043),(NC_060948.1,2044),(NC_060948.1,2315),(NC_060948.1,1910),(NC_060948.1,1911),}
S1_672!NC_060948.1!19546443!19559606!-	638	0.75	850	NC_060948.1	1140	1141	0.0373832	0.677291	0.0376176	0.80094	0.0376176	0.80094	0	2	{}	{(NC_060948.1,1141),(NC_060948.1,1142),}
S1_2301!NC_060948.1!24758115!24766582!+	410	0.75	546	NC_060948.1	2251	2252	0.334052	0.603883	0.378049	0.763415	0.378049	0.763415	0	3	{}	{(NC_060948.1,2252),(NC_060948.1,2401),(NC_060948.1,2400),}
S1_4737!NC_060948.1!26161322!26171347!+	527	0.75	702	NC_060948.1	1850	1851	0.131429	0.604511	0.222011	0.762808	0.218216	0.762808	0	2	{}	{(NC_060948.1,1851),(NC_060948.1,1736),}
S1_3449!NC_060948.1!19705307!19716138!+	547	0.75	729	NC_060948.1	1341	1342	0.45937	0.684699	0.506399	0.809872	0.506399	0.809872	0	2	{}	{(NC_060948.1,1342),(NC_060948.1,1322),}
S1_3662!NC_060948.1!61963668!61978607!-	761	0.75	1014	NC_060948.1	3046	3047	0.576236	0.63895	0.751643	0.767411	0.725361	0.767411	0	2	{}	{(NC_060948.1,3047),(NC_060948.1,3046),}
S1_6235!NC_060948.1!15813395!15825268!+	586	0.75	781	NC_060948.1	1003	1004	0.198718	0.672911	0.238908	0.796928	0.211604	0.796928	0	1	{}	{(NC_060948.1,1004),}
S1_481!NC_060948.1!13412494!13424530!+	615	0.75	820	NC_060948.1	809	810	0.328253	0.648427	0.455285	0.770732	0.455285	0.770732	0	1	{}	{(NC_060948.1,810),}
S1_3401!NC_060948.1!17761691!17773915!+	594	0.75	792	NC_060948.1	1112	1113	0.613734	0.683264	0.722222	0.83165	0.722222	0.83165	0	1	{}	{(NC_060948.1,1113),}
S1_785!NC_060948.1!16757983!16764051!+	309	0.75	412	NC_060948.1	2017	2018	0.191223	0.582011	0.213592	0.711974	0.197411	0.711974	0	0	{}	{}
S1_90!NC_060948.1!17663651!17671025!-	371	0.75	494	NC_060948.1	1773	1774	0.0252226	0.622271	0.0458221	0.768194	0.0458221	0.768194	0	1	{}	{(NC_060948.1,1774),}
S1_2196!NC_060948.1!3713120!3722398!-	447	0.75	596	NC_060948.1	308	309	0.21645	0.662963	0.223714	0.800895	0.223714	0.800895	0	1	{}	{(NC_060948.1,309),}
S1_5839!NC_060948.1!39246158!39251552!+	279	0.75	372	NC_060948.1	5269	5270	0.576705	0.697248	0.795699	0.817204	0.781362	0.817204	0	43	{}	{(NC_060948.1,4920),(NC_060948.1,5270),(NC_060948.1,5850),(NC_060948.1,5269),(NC_060948.1,5271),(NC_060948.1,4921),(NC_060948.1,5154),(NC_060948.1,5965),(NC_060948.1,5153),(NC_060948.1,5210),(NC_060948.1,5211),(NC_060948.1,4919),(NC_060948.1,4859),(NC_060948.1,5851),(NC_060948.1,4860),(NC_060948.1,5849),(NC_060948.1,6710),(NC_060948.1,6709),(NC_060948.1,6708),(NC_060948.1,5964),(NC_060948.1,7558),(NC_060948.1,7559),(NC_060948.1,7466),(NC_060948.1,7139),(NC_060948.1,7140),(NC_060948.1,5907),(NC_060948.1,5400),(NC_060948.1,4976),(NC_060948.1,5048),(NC_060948.1,5320),(NC_060948.1,5401),(NC_060948.1,5966),(NC_060948.1,6017),(NC_060948.1,4977),(NC_060948.1,7467),(NC_060948.1,4978),(NC_060948.1,5322),(NC_060948.1,7448),(NC_060948.1,6026),(NC_060948.1,5908),(NC_060948.1,6025),(NC_060948.1,6015),(NC_060948.1,7449),}
S1_5529!NC_060948.1!13039335!13050234!+	558	0.75	744	NC_060948.1	867	868	0.662632	0.662632	0.784946	0.784946	0.784946	0.784946	0	2	{}	{(NC_060948.1,868),(NC_060948.1,867),}
S1_833!NC_060948.1!48020010!48029130!+	452	0.75	602	NC_060948.1	3985	3986	0.553191	0.662239	0.716814	0.772124	0.712389	0.772124	0	4	{}	{(NC_060948.1,3986),(NC_060948.1,3987),(NC_060948.1,3553),(NC_060948.1,3988),}
S1_4298!NC_060948.1!18890695!18904634!-	671	0.75	894	NC_060948.1	1047	1048	0.205421	0.680503	0.214605	0.806259	0.214605	0.806259	0	2	{}	{(NC_060948.1,1048),(NC_060948.1,1044),}
S1_1767!NC_060948.1!20097257!20109627!+	604	0.75	805	NC_060948.1	1238	1239	0.0461285	0.66118	0.0463576	0.798013	0.0463576	0.798013	0	2	{}	{(NC_060948.1,1239),(NC_060948.1,1240),}
S1_169!NC_060948.1!49139112!49152435!+	707	0.75	942	NC_060948.1	2606	2607	0.580537	0.654162	0.751061	0.78925	0.749646	0.78925	0	6	{}	{(NC_060948.1,2607),(NC_060948.1,2608),(NC_060948.1,2606),(NC_060948.1,2391),(NC_060948.1,2113),(NC_060948.1,2966),}
S1_4369!NC_060948.1!32024105!32033752!+	497	0.75	662	NC_060948.1	2411	2412	0.658249	0.658249	0.78672	0.798793	0.78672	0.78672	0	4	{}	{(NC_060948.1,2411),(NC_060948.1,2412),(NC_060948.1,3527),(NC_060948.1,3132),}
S1_3142!NC_060948.1!351845!366602!-	771	0.75	1028	NC_060948.1	15	16	0.172191	0.691161	0.281453	0.841764	0.276265	0.841764	0	1	{}	{(NC_060948.1,16),}
S1_5578!NC_060948.1!5120572!5130546!-	496	0.75	661	NC_060948.1	385	386	0.506352	0.695876	0.5625	0.816532	0.5625	0.816532	0	1	{}	{(NC_060948.1,386),}
S1_1919!NC_060948.1!47526187!47534905!+	441	0.75	588	NC_060948.1	4039	4040	0.542517	0.663603	0.76644	0.818594	0.743764	0.818594	0	22	{}	{(NC_060948.1,4040),(NC_060948.1,3599),(NC_060948.1,3598),(NC_060948.1,4041),(NC_060948.1,2888),(NC_060948.1,3203),(NC_060948.1,4039),(NC_060948.1,2760),(NC_060948.1,2889),(NC_060948.1,2772),(NC_060948.1,3202),(NC_060948.1,2908),(NC_060948.1,2918),(NC_060948.1,3216),(NC_060948.1,2898),(NC_060948.1,2919),(NC_060948.1,2899),(NC_060948.1,4009),(NC_060948.1,2759),(NC_060948.1,2909),(NC_060948.1,3563),(NC_060948.1,3564),}
S1_2058!NC_060948.1!31199390!31211385!-	615	0.75	820	NC_060948.1	1894	1895	0.286154	0.663116	0.302439	0.809756	0.302439	0.809756	0	2	{}	{(NC_060948.1,1895),(NC_060948.1,1896),}
S1_5565!NC_060948.1!44058686!44068872!+	515	0.75	686	NC_060948.1	3207	3208	0.592965	0.596947	0.749515	0.759223	0.743689	0.759223	0	4	{}	{(NC_060948.1,3208),(NC_060948.1,2827),(NC_060948.1,2803),(NC_060948.1,2614),}
S1_4857!NC_060948.1!53154009!53163184!+	482	0.75	642	NC_060948.1	4134	4135	0.630252	0.65247	0.788382	0.794606	0.788382	0.794606	0	37	{}	{(NC_060948.1,4134),(NC_060948.1,4009),(NC_060948.1,4008),(NC_060948.1,4135),(NC_060948.1,4010),(NC_060948.1,2984),(NC_060948.1,2783),(NC_060948.1,3540),(NC_060948.1,2922),(NC_060948.1,2784),(NC_060948.1,4136),(NC_060948.1,2923),(NC_060948.1,3127),(NC_060948.1,3541),(NC_060948.1,3128),(NC_060948.1,3796),(NC_060948.1,3795),(NC_060948.1,4714),(NC_060948.1,2983),(NC_060948.1,3884),(NC_060948.1,2980),(NC_060948.1,4378),(NC_060948.1,4379),(NC_060948.1,4713),(NC_060948.1,4615),(NC_060948.1,4468),(NC_060948.1,4614),(NC_060948.1,4552),(NC_060948.1,3746),(NC_060948.1,3542),(NC_060948.1,3455),(NC_060948.1,2779),(NC_060948.1,2780),(NC_060948.1,2782),(NC_060948.1,3384),(NC_060948.1,3387),(NC_060948.1,3386),}
S1_181!NC_060948.1!9466890!9478860!+	628	0.75	837	NC_060948.1	563	564	0.608401	0.651475	0.773885	0.773885	0.719745	0.773885	0	19	{}	{(NC_060948.1,539),(NC_060948.1,564),(NC_060948.1,563),(NC_060948.1,566),(NC_060948.1,540),(NC_060948.1,547),(NC_060948.1,553),(NC_060948.1,554),(NC_060948.1,565),(NC_060948.1,548),(NC_060948.1,542),(NC_060948.1,541),(NC_060948.1,567),(NC_060948.1,556),(NC_060948.1,550),(NC_060948.1,576),(NC_060948.1,575),(NC_060948.1,544),(NC_060948.1,571),}
S1_2404!NC_060948.1!54215209!54225247!-	525	0.75	700	NC_060948.1	3870	3871	0.575075	0.709625	0.775238	0.828571	0.765714	0.828571	0	107	{}	{(NC_060948.1,3871),(NC_060948.1,3872),(NC_060948.1,3397),(NC_060948.1,2292),(NC_060948.1,2995),(NC_060948.1,3031),(NC_060948.1,3030),(NC_060948.1,3372),(NC_060948.1,3371),(NC_060948.1,2293),(NC_060948.1,3870),(NC_060948.1,2261),(NC_060948.1,2461),(NC_060948.1,2260),(NC_060948.1,3398),(NC_060948.1,2459),(NC_060948.1,2996),(NC_060948.1,3986),(NC_060948.1,2460),(NC_060948.1,2458),(NC_060948.1,3505),(NC_060948.1,3506),(NC_060948.1,2842),(NC_060948.1,2841),(NC_060948.1,3985),(NC_060948.1,3216),(NC_060948.1,3217),(NC_060948.1,3453),(NC_060948.1,2336),(NC_060948.1,2709),(NC_060948.1,2708),(NC_060948.1,2335),(NC_060948.1,3867),(NC_060948.1,3454),(NC_060948.1,2410),(NC_060948.1,3987),(NC_060948.1,2259),(NC_060948.1,3182),(NC_060948.1,2201),(NC_060948.1,2626),(NC_060948.1,2813),(NC_060948.1,2812),(NC_060948.1,3181),(NC_060948.1,2200),(NC_060948.1,3150),(NC_060948.1,2411),(NC_060948.1,3866),(NC_060948.1,3756),(NC_060948.1,3757),(NC_060948.1,3737),(NC_060948.1,2594),(NC_060948.1,2630),(NC_060948.1,3151),(NC_060948.1,4360),(NC_060948.1,3373),(NC_060948.1,2631),(NC_060948.1,3849),(NC_060948.1,3452),(NC_060948.1,3736),(NC_060948.1,2627),(NC_060948.1,3580),(NC_060948.1,2779),(NC_060948.1,2595),(NC_060948.1,3760),(NC_060948.1,3761),(NC_060948.1,3579),(NC_060948.1,2625),(NC_060948.1,3848),(NC_060948.1,3647),(NC_060948.1,4359),(NC_060948.1,3455),(NC_060948.1,3868),(NC_060948.1,3279),(NC_060948.1,3749),(NC_060948.1,3827),(NC_060948.1,2902),(NC_060948.1,3710),(NC_060948.1,3399),(NC_060948.1,3863),(NC_060948.1,3752),(NC_060948.1,2295),(NC_060948.1,3280),(NC_060948.1,3032),(NC_060948.1,3744),(NC_060948.1,3855),(NC_060948.1,2780),(NC_060948.1,2203),(NC_060948.1,3751),(NC_060948.1,2265),(NC_060948.1,3370),(NC_060948.1,2368),(NC_060948.1,3755),(NC_060948.1,2811),(NC_060948.1,2782),(NC_060948.1,2755),(NC_060948.1,2634),(NC_060948.1,2238),(NC_060948.1,2778),(NC_060948.1,3040),(NC_060948.1,3039),(NC_060948.1,2596),(NC_060948.1,3753),(NC_060948.1,2237),(NC_060948.1,3581),(NC_060948.1,3407),(NC_060948.1,3400),(NC_060948.1,2710),}
S1_5933!NC_060948.1!49818834!49829260!+	506	0.75	674	NC_060948.1	3691	3692	0.643791	0.643791	0.778656	0.778656	0.778656	0.778656	0	2	{}	{(NC_060948.1,3692),(NC_060948.1,3691),}
S1_3395!NC_060948.1!54523365!54531800!+	409	0.75	545	NC_060948.1	4998	4999	0.669439	0.690526	0.799511	0.801956	0.797066	0.801956	0	6	{}	{(NC_060948.1,4998),(NC_060948.1,4999),(NC_060948.1,4997),(NC_060948.1,5008),(NC_060948.1,4996),(NC_060948.1,5007),}
S1_4420!NC_060948.1!23906659!23921866!-	763	0.75	1017	NC_060948.1	1166	1167	0.600629	0.600629	0.750983	0.750983	0.750983	0.750983	0	3	{}	{(NC_060948.1,1167),(NC_060948.1,1166),(NC_060948.1,1178),}
S1_6176!NC_060948.1!62407516!62416193!-	424	0.75	565	NC_060948.1	5507	5508	0.702213	0.702213	0.823113	0.823113	0.823113	0.823113	0	2	{}	{(NC_060948.1,5508),(NC_060948.1,5507),}
S1_5334!NC_060948.1!33389002!33401179!-	598	0.75	797	NC_060948.1	2090	2091	0.537226	0.708211	0.73913	0.807692	0.69398	0.807692	0	8	{}	{(NC_060948.1,2091),(NC_060948.1,2063),(NC_060948.1,2064),(NC_060948.1,2389),(NC_060948.1,2093),(NC_060948.1,2092),(NC_060948.1,2065),(NC_060948.1,2388),}
S1_2069!NC_060948.1!18626416!18639086!+	637	0.75	849	NC_060948.1	1088	1089	0.59283	0.59283	0.726845	0.726845	0.726845	0.726845	0	0	{}	{}
S1_143!NC_060948.1!36613955!36627118!+	653	0.75	870	NC_060948.1	2098	2099	0.516968	0.667497	0.709035	0.820827	0.709035	0.820827	0	25	{}	{(NC_060948.1,2099),(NC_060948.1,2546),(NC_060948.1,2494),(NC_060948.1,2074),(NC_060948.1,2048),(NC_060948.1,2493),(NC_060948.1,2249),(NC_060948.1,2197),(NC_060948.1,2196),(NC_060948.1,2521),(NC_060948.1,2223),(NC_060948.1,2047),(NC_060948.1,2073),(NC_060948.1,2100),(NC_060948.1,2522),(NC_060948.1,2798),(NC_060948.1,2864),(NC_060948.1,2863),(NC_060948.1,2797),(NC_060948.1,1924),(NC_060948.1,2547),(NC_060948.1,2799),(NC_060948.1,3477),(NC_060948.1,2763),(NC_060948.1,3089),}
S1_180!NC_060948.1!51634273!51641570!-	415	0.75	553	NC_060948.1	4660	4661	0.704741	0.757447	0.836145	0.860241	0.826506	0.857831	3	75	{(NC_060948.1,4661),(NC_060948.1,4808),(NC_060948.1,4807),}	{(NC_060948.1,4661),(NC_060948.1,4808),(NC_060948.1,4807),(NC_060948.1,4660),(NC_060948.1,3399),(NC_060948.1,5087),(NC_060948.1,4116),(NC_060948.1,3400),(NC_060948.1,3636),(NC_060948.1,4117),(NC_060948.1,5088),(NC_060948.1,3637),(NC_060948.1,3471),(NC_060948.1,3977),(NC_060948.1,3547),(NC_060948.1,3548),(NC_060948.1,3472),(NC_060948.1,3976),(NC_060948.1,4015),(NC_060948.1,3236),(NC_060948.1,4115),(NC_060948.1,3940),(NC_060948.1,3939),(NC_060948.1,3272),(NC_060948.1,3271),(NC_060948.1,4014),(NC_060948.1,3941),(NC_060948.1,3311),(NC_060948.1,3235),(NC_060948.1,4821),(NC_060948.1,3239),(NC_060948.1,3238),(NC_060948.1,3505),(NC_060948.1,3504),(NC_060948.1,5542),(NC_060948.1,3974),(NC_060948.1,3310),(NC_060948.1,4516),(NC_060948.1,4515),(NC_060948.1,4514),(NC_060948.1,3546),(NC_060948.1,3270),(NC_060948.1,3312),(NC_060948.1,3468),(NC_060948.1,3937),(NC_060948.1,3975),(NC_060948.1,4013),(NC_060948.1,3233),(NC_060948.1,5472),(NC_060948.1,3234),(NC_060948.1,5473),(NC_060948.1,5541),(NC_060948.1,3633),(NC_060948.1,5023),(NC_060948.1,3355),(NC_060948.1,4049),(NC_060948.1,4112),(NC_060948.1,4054),(NC_060948.1,4055),(NC_060948.1,4048),(NC_060948.1,5085),(NC_060948.1,3580),(NC_060948.1,3973),(NC_060948.1,3348),(NC_060948.1,4053),(NC_060948.1,4412),(NC_060948.1,3579),(NC_060948.1,3308),(NC_060948.1,3463),(NC_060948.1,3229),(NC_060948.1,3230),(NC_060948.1,3932),(NC_060948.1,3931),(NC_060948.1,4011),(NC_060948.1,3928),}
S1_1960!NC_060948.1!5547634!5557240!-	502	0.75	669	NC_060948.1	412	413	0.0070028	0.688776	0.00996016	0.808765	0.00996016	0.808765	0	2	{}	{(NC_060948.1,414),(NC_060948.1,413),}
S1_449!NC_060948.1!23521507!23535811!+	703	0.75	937	NC_060948.1	1245	1246	0.613365	0.663518	0.731152	0.799431	0.731152	0.799431	0	4	{}	{(NC_060948.1,1246),(NC_060948.1,1344),(NC_060948.1,1343),(NC_060948.1,1430),}
S1_3060!NC_060948.1!45428125!45437046!-	442	0.75	589	NC_060948.1	3852	3853	0.663443	0.667961	0.778281	0.778281	0.778281	0.778281	0	41	{}	{(NC_060948.1,3852),(NC_060948.1,3853),(NC_060948.1,3402),(NC_060948.1,3403),(NC_060948.1,3180),(NC_060948.1,3181),(NC_060948.1,4363),(NC_060948.1,3855),(NC_060948.1,4364),(NC_060948.1,4365),(NC_060948.1,4501),(NC_060948.1,4500),(NC_060948.1,4502),(NC_060948.1,4496),(NC_060948.1,3856),(NC_060948.1,3405),(NC_060948.1,3406),(NC_060948.1,3404),(NC_060948.1,3854),(NC_060948.1,3183),(NC_060948.1,3182),(NC_060948.1,3851),(NC_060948.1,4072),(NC_060948.1,3850),(NC_060948.1,3849),(NC_060948.1,4366),(NC_060948.1,4503),(NC_060948.1,4765),(NC_060948.1,4768),(NC_060948.1,3630),(NC_060948.1,3401),(NC_060948.1,3400),(NC_060948.1,3177),(NC_060948.1,3178),(NC_060948.1,4362),(NC_060948.1,3179),(NC_060948.1,4764),(NC_060948.1,4071),(NC_060948.1,2962),(NC_060948.1,2963),(NC_060948.1,2992),}
S1_1149!NC_060948.1!4689726!4699891!+	509	0.75	678	NC_060948.1	343	344	0.216606	0.62916	0.235756	0.779961	0.235756	0.779961	0	1	{}	{(NC_060948.1,344),}
S1_4088!NC_060948.1!11166623!11173158!-	362	0.75	482	NC_060948.1	1150	1151	0.0560166	0.758537	0.104972	0.859116	0.0801105	0.859116	1	2	{(NC_060948.1,1151),}	{(NC_060948.1,1151),(NC_060948.1,1152),}
S1_5588!NC_060948.1!49909614!49920112!-	557	0.75	742	NC_060948.1	3358	3359	0.628111	0.653789	0.773788	0.789946	0.773788	0.789946	0	50	{}	{(NC_060948.1,3360),(NC_060948.1,3359),(NC_060948.1,2434),(NC_060948.1,2433),(NC_060948.1,2463),(NC_060948.1,2959),(NC_060948.1,2987),(NC_060948.1,2608),(NC_060948.1,2609),(NC_060948.1,2925),(NC_060948.1,2958),(NC_060948.1,2957),(NC_060948.1,2988),(NC_060948.1,2607),(NC_060948.1,2576),(NC_060948.1,2577),(NC_060948.1,2402),(NC_060948.1,2610),(NC_060948.1,2926),(NC_060948.1,2403),(NC_060948.1,2404),(NC_060948.1,2927),(NC_060948.1,2960),(NC_060948.1,2464),(NC_060948.1,2639),(NC_060948.1,2462),(NC_060948.1,2407),(NC_060948.1,2435),(NC_060948.1,2581),(NC_060948.1,2580),(NC_060948.1,2611),(NC_060948.1,2930),(NC_060948.1,3358),(NC_060948.1,2638),(NC_060948.1,4077),(NC_060948.1,2465),(NC_060948.1,3282),(NC_060948.1,2578),(NC_060948.1,2929),(NC_060948.1,2406),(NC_060948.1,4078),(NC_060948.1,3283),(NC_060948.1,3361),(NC_060948.1,3937),(NC_060948.1,3938),(NC_060948.1,2989),(NC_060948.1,3992),(NC_060948.1,3516),(NC_060948.1,3622),(NC_060948.1,3865),}
S1_3981!NC_060948.1!13598256!13604957!+	339	0.75	452	NC_060948.1	1489	1490	0.182336	0.65679	0.19174	0.784661	0.19174	0.784661	0	1	{}	{(NC_060948.1,1490),}
S1_4032!NC_060948.1!637413!647652!-	478	0.75	637	NC_060948.1	48	49	0.357013	0.618729	0.414226	0.774059	0.410042	0.774059	0	1	{}	{(NC_060948.1,49),}
S1_5327!NC_060948.1!10933858!10942565!+	411	0.75	548	NC_060948.1	991	992	0.278481	0.625247	0.437956	0.776156	0.43309	0.773723	0	1	{}	{(NC_060948.1,992),}
S1_5266!NC_060948.1!60493926!60500579!-	318	0.75	424	NC_060948.1	7109	7110	0.519608	0.647059	0.710692	0.761006	0.672956	0.761006	0	2	{}	{(NC_060948.1,7110),(NC_060948.1,7111),}
S1_478!NC_060948.1!11984634!11992900!-	385	0.75	513	NC_060948.1	1159	1160	0.619958	0.627155	0.758442	0.758442	0.758442	0.758442	0	2	{}	{(NC_060948.1,1160),(NC_060948.1,1159),}
S1_894!NC_060948.1!19630998!19642281!-	570	0.75	760	NC_060948.1	1281	1282	0.17608	0.646043	0.185965	0.787719	0.185965	0.787719	0	2	{}	{(NC_060948.1,1282),(NC_060948.1,1273),}
S1_3737!NC_060948.1!33903624!33915880!+	635	0.75	846	NC_060948.1	2000	2001	0.608371	0.668401	0.807874	0.809449	0.774803	0.809449	0	30	{}	{(NC_060948.1,2001),(NC_060948.1,2000),(NC_060948.1,2002),(NC_060948.1,2003),(NC_060948.1,1999),(NC_060948.1,1915),(NC_060948.1,2004),(NC_060948.1,1914),(NC_060948.1,2232),(NC_060948.1,1924),(NC_060948.1,2802),(NC_060948.1,2013),(NC_060948.1,2012),(NC_060948.1,2495),(NC_060948.1,1923),(NC_060948.1,2231),(NC_060948.1,1998),(NC_060948.1,2781),(NC_060948.1,2801),(NC_060948.1,2494),(NC_060948.1,2780),(NC_060948.1,2011),(NC_060948.1,2472),(NC_060948.1,2471),(NC_060948.1,1922),(NC_060948.1,2803),(NC_060948.1,2496),(NC_060948.1,2473),(NC_060948.1,2784),(NC_060948.1,2497),}
S1_3833!NC_060948.1!60147473!60154627!+	329	0.75	438	NC_060948.1	6845	6846	0.517564	0.584352	0.68997	0.726444	0.68997	0.726444	0	0	{}	{}
S1_3399!NC_060948.1!28418411!28430447!+	606	0.75	808	NC_060948.1	1746	1747	0.598143	0.678771	0.775578	0.80363	0.770627	0.80363	0	2	{}	{(NC_060948.1,1747),(NC_060948.1,1746),}
S1_3795!NC_060948.1!31459576!31469471!+	497	0.75	662	NC_060948.1	2367	2368	0.531108	0.605096	0.722334	0.764588	0.716298	0.764588	0	1	{}	{(NC_060948.1,2368),}
S1_923!NC_060948.1!37879900!37887884!+	433	0.75	577	NC_060948.1	3277	3278	0.673828	0.671845	0.796767	0.799076	0.796767	0.799076	0	34	{}	{(NC_060948.1,3277),(NC_060948.1,3278),(NC_060948.1,2974),(NC_060948.1,2975),(NC_060948.1,2964),(NC_060948.1,2954),(NC_060948.1,2955),(NC_060948.1,2825),(NC_060948.1,2826),(NC_060948.1,4117),(NC_060948.1,4118),(NC_060948.1,3667),(NC_060948.1,3668),(NC_060948.1,2945),(NC_060948.1,2944),(NC_060948.1,2965),(NC_060948.1,3265),(NC_060948.1,3264),(NC_060948.1,2813),(NC_060948.1,3632),(NC_060948.1,4086),(NC_060948.1,3631),(NC_060948.1,4085),(NC_060948.1,3279),(NC_060948.1,4186),(NC_060948.1,2920),(NC_060948.1,2921),(NC_060948.1,3790),(NC_060948.1,4341),(NC_060948.1,3857),(NC_060948.1,3858),(NC_060948.1,3341),(NC_060948.1,3184),(NC_060948.1,3183),}
S1_1160!NC_060948.1!16500538!16511068!-	535	0.75	713	NC_060948.1	1147	1148	0.638365	0.638365	0.758879	0.758879	0.758879	0.758879	0	2	{}	{(NC_060948.1,1148),(NC_060948.1,1147),}
S1_1904!NC_060948.1!26242793!26252898!-	512	0.75	682	NC_060948.1	1911	1912	0.612753	0.612753	0.769531	0.769531	0.769531	0.769531	0	3	{}	{(NC_060948.1,1912),(NC_060948.1,1911),(NC_060948.1,1793),}
S1_1722!NC_060948.1!47372835!47384244!-	616	0.75	821	NC_060948.1	2882	2883	0.559539	0.628686	0.725649	0.761364	0.720779	0.761364	0	8	{}	{(NC_060948.1,2563),(NC_060948.1,2562),(NC_060948.1,2883),(NC_060948.1,2884),(NC_060948.1,2536),(NC_060948.1,2537),(NC_060948.1,2856),(NC_060948.1,1964),}
S1_529!NC_060948.1!36554392!36565895!+	527	0.75	702	NC_060948.1	2597	2598	0.579341	0.617874	0.740038	0.760911	0.73814	0.760911	0	4	{}	{(NC_060948.1,2598),(NC_060948.1,3152),(NC_060948.1,2784),(NC_060948.1,2783),}
S1_4705!NC_060948.1!54295566!54306331!+	525	0.75	700	NC_060948.1	3876	3877	0.446176	0.620032	0.64	0.742857	0.632381	0.742857	0	0	{}	{}
S1_6146!NC_060948.1!3539280!3549654!-	490	0.75	653	NC_060948.1	268	269	0.523333	0.616639	0.642857	0.771429	0.642857	0.771429	0	1	{}	{(NC_060948.1,269),}
S1_3596!NC_060948.1!24668948!24676246!-	359	0.75	478	NC_060948.1	2562	2563	0.370647	0.667442	0.415042	0.799443	0.415042	0.799443	0	3	{}	{(NC_060948.1,2563),(NC_060948.1,2733),(NC_060948.1,2732),}
S1_5563!NC_060948.1!15744701!15755228!+	572	0.75	762	NC_060948.1	1024	1025	0.582467	0.661808	0.685315	0.793706	0.685315	0.793706	0	1	{}	{(NC_060948.1,1025),}
S1_3669!NC_060948.1!4994372!5001220!+	340	0.75	453	NC_060948.1	549	550	0.623188	0.623188	0.770588	0.770588	0.770588	0.770588	0	2	{}	{(NC_060948.1,550),(NC_060948.1,549),}
S1_3474!NC_060948.1!22732925!22741871!-	473	0.75	630	NC_060948.1	1790	1791	0.660746	0.661319	0.786469	0.786469	0.786469	0.786469	0	6	{}	{(NC_060948.1,1791),(NC_060948.1,1790),(NC_060948.1,1763),(NC_060948.1,1762),(NC_060948.1,1765),(NC_060948.1,1764),}
S1_3906!NC_060948.1!16566049!16578115!-	624	0.75	832	NC_060948.1	987	988	0.627097	0.627097	0.778846	0.778846	0.778846	0.778846	0	2	{}	{(NC_060948.1,988),(NC_060948.1,987),}
S1_4045!NC_060948.1!18735592!18749122!+	730	0.75	973	NC_060948.1	954	955	0.154345	0.72476	0.163014	0.828767	0.163014	0.828767	0	2	{}	{(NC_060948.1,955),(NC_060948.1,967),}
S1_4829!NC_060948.1!14364156!14375638!+	564	0.75	752	NC_060948.1	946	947	0.609262	0.609262	0.746454	0.746454	0.746454	0.746454	0	0	{}	{}
S1_3320!NC_060948.1!41921388!41927554!-	329	0.75	438	NC_060948.1	4780	4781	0.576642	0.639594	0.75076	0.765957	0.744681	0.765957	0	6	{}	{(NC_060948.1,4781),(NC_060948.1,5377),(NC_060948.1,4780),(NC_060948.1,4776),(NC_060948.1,4777),(NC_060948.1,5376),}
S1_563!NC_060948.1!27791982!27799309!+	360	0.75	480	NC_060948.1	2873	2874	0.530752	0.643341	0.705556	0.791667	0.675	0.791667	0	1	{}	{(NC_060948.1,2874),}
